Year,Country / territory of asylum/residence,Location Name,Female 0-4,Female 5-11,Female 5-17,Female 12-17,Female 18-59,Female 60+,F: Unknown,F: Total,Male 0-4,Male 5-11,Male 5-17,Male 12-17,Male 18-59,Male 60+,M: Unknown,M: Total
2013,Iraq,Dahuk : Muhafazah - Province,16374,22924,,19724,41729,4403,,105154,18020,19171,,17813,64985,2876,,122865
2013,Iraq,Basrah : Muhafazah - Province,188,429,,387,398,77,,1479,224,290,,275,644,55,,1488
2013,Iraq,Baghdad : Muhafazah - Province,1588,3205,,2837,4840,1009,,13479,1930,2134,,2129,6769,854,,13816
2013,Iraq,Babylon : Muhafazah - Province,139,282,,263,297,60,,1041,164,183,,186,476,35,,1044
2013,Iraq,Anbar : Muhafazah - Province,137,279,,295,389,65,,1165,163,221,,234,517,47,,1182
2013,Iraq,Al Qaim : Qadaa - District,479,548,,351,1185,127,,2690,481,723,,384,744,78,,2410
2013,Mali,Tombouctou : Region,321,568,,245,1080,126,,2340,359,546,,268,985,119,,2277
2013,Mali,Sikasso : Region,45,51,,35,116,3,,250,41,54,,25,115,2,,237
2013,Mali,Segou : Region,32,67,,32,88,8,,227,32,50,,36,67,9,,194
2013,Mali,Mopti : Region,73,100,,48,206,18,,445,76,101,,42,258,31,,508
2013,Mali,Kayes : Region,1494,1640,,1029,1856,149,,6168,1663,1737,,1051,1995,192,,6638
2013,Mali,Gao : Region,586,1030,,535,1865,135,,4151,663,1132,,537,1612,185,,4129
2013,Mali,Faragouana : Point,2,4,,2,7,,,15,1,5,,3,13,,,22
2013,Mali,Bamako : District,83,118,,97,308,5,,611,111,94,,92,362,9,,668
2013,Russian Federation,Russian Federation : Dispersed in the country / territory,,,,,,,,0,,,,,,,,0
2013,Russian Federation,North Caucasus : Location grouping,,,,,,,,0,,,,,,,,0
2013,Somalia,Woqooyi Galbeed : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,Togdheer : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,South Central,,,,,,,,0,,,,,,,,0
2013,Somalia,Sool : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,Somaliland,,,,,,,,0,,,,,,,,0
2013,Somalia,Somalia : Dispersed in the country / territory,,,,,,,,0,,,,,,,,0
2013,Somalia,Shabelle Hoose : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,Shabelle Dhexe : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,Sanaag : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,Puntland,,,,,,,,0,,,,,,,,0
2013,Somalia,Nugaal : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,Mudug : Gobolka - Region,34,56,,9,106,2,,207,55,57,,10,108,10,,240
2013,Somalia,Juba Hoose : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,Juba Dhexe : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,Hiraan : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,Hargeisa : District,697,1040,,491,2349,29,,4606,665,1023,,498,2357,75,,4618
2013,Somalia,Gedo : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,Galgaduud : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,Bay : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,Bari : Gobolka - Region,192,326,,144,586,22,,1270,212,301,,126,671,38,,1348
2013,Somalia,Banaadir : Gobolka - Region,8,14,,3,17,0,,42,8,7,,1,23,0,,39
2013,Somalia,Bakool : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Somalia,Awdal : Gobolka - Region,,,,,,,,0,,,,,,,,0
2013,Serbia and Kosovo (S/RES/1244 (1999)),Vojvodina : Autonomous province,0,594,,1363,10728,7381,,20066,0,662,,1454,12151,4259,,18526
2013,Serbia and Kosovo (S/RES/1244 (1999)),Serbia : Dispersed in the country / territory,345,395,,375,933,50,,2098,345,395,,375,932,50,,2097
2013,Serbia and Kosovo (S/RES/1244 (1999)),Kosovo (S/RES/1244 (1999)) : Dispersed in the country / territor,1103,1243,,1255,3859,1331,,8791,1176,1253,,1299,5073,1295,,10096
2013,Serbia and Kosovo (S/RES/1244 (1999)),Central and Southern Serbia : Regional grouping,7,4772,,7045,40707,15123,,67654,11,5106,,7408,41544,12008,,66077
2013,Serbia and Kosovo (S/RES/1244 (1999)),Belgrade : Capital city,30,2982,,4730,28332,12678,,48752,17,3147,,5104,29463,8773,,46504
2013,Syrian Arab Rep.,As-Suweida : Mohafazah - Governorate,2,,,1,6,,,9,1,,,1,8,1,,11
2013,Syrian Arab Rep.,Al Qunaytirah : Mohafazah - Governorate,,,,,1,,,1,1,1,,,,,,2
2013,Syrian Arab Rep.,Tartous : Mohafazah - Governorate,14,28,,28,104,12,,186,14,23,,35,98,21,,191
2013,Syrian Arab Rep.,Syrian Arab Republic : Dispersed in the country / territory,65,96,,96,380,29,,666,49,111,,93,366,51,,670
2013,Syrian Arab Rep.,Raqqa : Mohafazah - Governorate,9,12,,4,26,2,,53,8,12,,8,20,1,,49
2013,Syrian Arab Rep.,Lattakia : Mohafazah - Governorate,3,31,,23,99,13,,169,20,22,,47,95,15,,199
2013,Syrian Arab Rep.,Idleb : Mohafazah - Governorate,1,8,,11,43,1,,64,8,18,,10,40,1,,77
2013,Syrian Arab Rep.,Homs : Mohafazah - Governorate,31,59,,56,220,20,,386,35,67,,79,191,38,,410
2013,Syrian Arab Rep.,Hassakeh : Mohafazah - Governorate,211,435,,273,1121,136,,2176,207,457,,290,598,90,,1642
2013,Syrian Arab Rep.,Hama : Mohafazah - Governorate,4,6,,7,39,6,,62,6,15,,16,23,5,,65
2013,Syrian Arab Rep.,Dayr Az-Zor : Mohafazah - Governorate,25,47,,35,142,4,,253,32,52,,30,109,7,,230
2013,Syrian Arab Rep.,Dara : Mohafazah - Governorate,18,52,,33,117,6,,226,22,54,,41,87,11,,215
2013,Syrian Arab Rep.,Damascus : Mohafazah - Governorate,888,1865,,1696,7117,916,,12482,895,1918,,1715,6318,1133,,11979
2013,Syrian Arab Rep.,Aleppo : Mohafazah - Governorate,54,101,,78,382,28,,643,75,107,,93,337,43,,655
2014,Afghanistan,Zabul : Wilayat - Province,1145,1310,,1380,2630,474,,6939,1121,1295,,1375,2586,506,,6883
2014,Afghanistan,Wardak : Wilayat - Province,2422,2765,,2924,5505,1011,,14627,2371,2730,,2914,5425,1076,,14516
2014,Afghanistan,Uruzgan : Wilayat - Province,1935,2186,,2332,4273,825,,11551,1891,2156,,2337,4241,869,,11494
2014,Afghanistan,Urozgan : Wilayat - Province,9,13,,12,36,*,,72,9,14,,10,32,*,,68
2014,Afghanistan,Takhar : Wilayat - Province,255,355,,312,947,56,,1925,262,363,,286,846,91,,1848
2014,Afghanistan,Sar-e Pul : Wilayat - Province,84,120,,103,334,15,,656,86,123,,93,294,28,,624
2014,Afghanistan,Sar-e Pol : Wilayat - Province,1323,1565,,1600,3325,508,,8321,1305,1557,,1573,3201,567,,8203
2014,Afghanistan,Samangan : Wilayat - Province,144,182,,176,426,46,,974,143,181,,166,396,59,,945
2014,Afghanistan,Parwan : Wilayat - Province,767,947,,926,2160,261,,5061,763,949,,897,2029,313,,4951
2014,Afghanistan,Panjshir : Wilayat - Province,26,38,,31,105,5,,205,27,39,,29,93,9,,197
2014,Afghanistan,Panjsher : Wilayat - Province,106,122,,128,241,45,,642,104,120,,129,238,47,,638
2014,Afghanistan,Paktya : Wilayat - Province,1003,1302,,1171,2951,297,,6724,1006,1298,,1154,2729,378,,6565
2014,Afghanistan,Paktika : Wilayat - Province,5419,6925,,6213,19696,857,,39110,5412,7652,,5481,17493,1597,,37635
2014,Afghanistan,Paktia : Wilayat - Province,225,324,,276,897,40,,1762,233,333,,248,792,75,,1681
2014,Afghanistan,Nuristan : Wilayat - Province,495,564,,600,1122,207,,2988,485,558,,596,1107,220,,2966
2014,Afghanistan,Nimruz : Wilayat - Province,25,35,,31,98,*,,193,25,36,,27,86,8,,182
2014,Afghanistan,Nimroz : Wilayat - Province,41,47,,50,92,17,,247,40,46,,49,90,19,,244
2014,Afghanistan,Nangarhar : Wilayat - Province,11085,13433,,13367,30126,3886,,71897,10991,13505,,12962,28457,4563,,70478
2014,Afghanistan,Logar : Wilayat - Province,1598,1928,,1934,4235,582,,10277,1584,1924,,1887,4030,671,,10096
2014,Afghanistan,Laghman : Wilayat - Province,1150,1464,,1392,3495,356,,7857,1152,1476,,1330,3232,453,,7643
2014,Afghanistan,Kunduz : Wilayat - Province,2362,3075,,2865,7568,676,,16546,2380,3109,,2708,6933,906,,16036
2014,Afghanistan,Kunar : Wilayat - Province,3960,4853,,4707,10459,1394,,25373,3929,4821,,4653,9924,1617,,24944
2014,Afghanistan,Khost : Wilayat - Province,15470,19777,,17740,56236,2452,,111675,15455,21843,,15653,49947,4561,,107459
2014,Afghanistan,Kapisa : Wilayat - Province,707,833,,858,1753,274,,4425,698,828,,843,1695,304,,4368
2014,Afghanistan,Kandahar : Wilayat - Province,5126,6028,,6194,12681,1996,,32025,5052,5989,,6106,12251,2212,,31610
2014,Afghanistan,Kabul : Wilayat - Province,5610,7175,,6802,17200,1719,,38506,5631,7229,,6492,15901,2204,,37457
2014,Afghanistan,Jawzjan : Wilayat - Province,1342,1601,,1621,3446,506,,8516,1328,1594,,1592,3302,571,,8387
2014,Afghanistan,Hirat : Wilayat - Province,8011,9054,,9659,17711,3414,,47849,7828,8930,,9671,17572,3594,,47595
2014,Afghanistan,Hilmand : Wilayat - Province,221,318,,270,879,40,,1728,228,325,,243,776,73,,1645
2014,Afghanistan,Herat : Wilayat - Province,2314,2863,,2806,6543,785,,15311,2305,2868,,2708,6149,944,,14974
2014,Afghanistan,Helmand : Wilayat - Province,10555,12006,,12733,23764,4438,,63496,10329,11853,,12716,23475,4707,,63080
2014,Afghanistan,Ghor : Wilayat - Province,3209,3626,,3869,7090,1367,,19161,3135,3576,,3872,7034,1439,,19056
2014,Afghanistan,Ghazni : Wilayat - Province,3425,3917,,4131,7837,1421,,20731,3354,3873,,4118,7712,1518,,20575
2014,Afghanistan,Faryab : Wilayat - Province,3727,4253,,4494,8467,1557,,22498,3650,4202,,4485,8347,1657,,22341
2014,Afghanistan,Farah : Wilayat - Province,2399,2770,,2894,5643,974,,14680,2354,2742,,2875,5515,1052,,14538
2014,Afghanistan,Daykundi : Wilayat - Province,25,35,,31,93,6,,190,26,36,,29,83,9,,183
2014,Afghanistan,Bamyan: Wilayat - Province,9,13,,11,37,*,,72,10,14,,10,32,*,,69
2014,Afghanistan,Bamyan : Wilayat - Province,57,81,,66,220,11,,435,58,83,,63,196,20,,420
2014,Afghanistan,Balkh : Wilayat - Province,1890,2312,,2287,5188,664,,12341,1878,2312,,2221,4902,783,,12096
2014,Afghanistan,Baghlan : Wllayat - Province,473,680,,578,1883,85,,3699,488,698,,520,1664,157,,3527
2014,Afghanistan,Baghlan : Wilayat - Province,301,388,,366,943,89,,2087,302,391,,346,867,116,,2022
2014,Afghanistan,Badghis:Wllayet - Province,*,*,,*,*,*,,7,*,*,,*,*,*,,6
2014,Afghanistan,Badghis : Wllayat - Province,*,6,,*,15,*,,30,*,6,,*,14,*,,29
2014,Afghanistan,Badghis : Wilayat - Province,2327,2631,,2804,5149,990,,13901,2274,2595,,2808,5110,1043,,13830
2014,Afghanistan,Badakhshan : Wilayat - Province,213,246,,259,500,88,,1306,210,244,,257,489,94,,1294
2014,Afghanistan,Badakhshan,10,15,,12,41,*,,80,10,15,,12,36,*,,77
2014,Eritrea,Gash Barka : Zoba - Region,10,12,,*,26,*,,51,9,16,,9,45,*,,81
2014,Eritrea,Emkulu : Point,242,342,,180,521,26,,1311,276,335,,226,583,33,,1453
2014,Eritrea,Asmara : Point,*,*,,*,6,,,10,*,*,,*,8,,,14
2014,Gambia,Gambia : Dispersed in the country / territory,644,1697,,1393,2004,224,,5962,632,1834,,1293,1671,217,,5647
2014,Iran (Islamic Rep. of),Ziveh : Point,7,20,,29,100,11,,167,7,19,,20,80,12,,138
2014,Iran (Islamic Rep. of),Varmahang : Point,*,*,,*,*,*,,6,*,*,,*,*,*,,*
2014,Iran (Islamic Rep. of),Sultanieh : Point,*,*,,*,*,*,,8,*,*,,*,5,5,,11
2014,Iran (Islamic Rep. of),Mohajerin : Point,230,247,,326,908,84,,1795,227,300,,302,894,109,,1832
2014,Iran (Islamic Rep. of),Islamic Republic of Iran : Dispersed in the country / territory,,,,,,,,*,,,,,,,,*
2014,Iran (Islamic Rep. of),Dilzeh : Point,*,6,,12,20,*,,45,7,5,,8,23,*,,45
2014,Iran (Islamic Rep. of),Dalaki : Point,27,9,,10,26,*,,74,26,8,,14,21,*,,69
2014,Iran (Islamic Rep. of),Bezileh : Point,*,*,,*,15,*,,21,*,*,,*,12,*,,22
2014,Iran (Islamic Rep. of),Bani Najjar : Point,150,143,,184,670,26,,1173,154,152,,180,630,33,,1149
2014,Iran (Islamic Rep. of),Abazar : Point,*,10,,12,46,7,,78,7,10,,16,63,*,,98
2014,Iran (Islamic Rep. of),Torbat e jam : Shahrestan - County,137,255,,305,1173,106,,1976,139,260,,326,1254,160,,2139
2014,Iran (Islamic Rep. of),Tehran : Shahrestan - County,*,*,,*,13,*,,23,*,*,,5,14,*,,27
2014,Iran (Islamic Rep. of),Taft : Shahrestan - County,30,41,,114,224,12,,421,39,80,,92,260,19,,490
2014,Iran (Islamic Rep. of),Sonqor : Shahrestan - County,*,*,,*,11,*,,23,*,5,,6,9,*,,23
2014,Iran (Islamic Rep. of),Saveh : Shahrestan - County,363,580,,448,891,22,,2304,450,530,,601,920,120,,2621
2014,Iran (Islamic Rep. of),Sarvestan : Shahrestan - County,34,41,,47,115,6,,243,28,33,,42,117,17,,237
2014,Iran (Islamic Rep. of),Rafsanjan : Shahrestan - County,376,550,,574,586,204,,2290,374,515,,651,560,265,,2365
2014,Iran (Islamic Rep. of),Meybod : Shahrestan - County,150,143,,184,670,26,,1173,154,152,,180,630,33,,1149
2014,Iran (Islamic Rep. of),Khuzestan : Ostan - Province,*,*,,*,*,*,,*,*,*,,*,*,*,,*
2014,Iran (Islamic Rep. of),Khorasan : Ostan - Province,*,*,,*,*,*,,*,*,*,,*,*,*,,*
2014,Iran (Islamic Rep. of),Kerman : Shahrestan - County,*,*,,*,*,*,,*,*,*,,*,*,*,,6
2014,Iran (Islamic Rep. of),Jahrom : Shahrestan - County,8,13,,15,55,7,,98,6,9,,11,54,*,,84
2014,Iran (Islamic Rep. of),Bardsir : Shahrestan - County,249,250,,301,598,32,,1430,245,260,,294,594,29,,1422
2014,Iran (Islamic Rep. of),Ardakan : Shahrestan - County,151,227,,250,619,30,,1277,162,226,,258,686,45,,1377
2014,Iraq,Wasit : Muhafazah - Province,*,*,,*,12,*,,16,*,*,,*,8,*,,18
2014,Iraq,Sulaymaniyah : Muhafazah - Province,2213,2469,,1997,6970,426,,14075,2401,2612,,2825,11909,417,,20164
2014,Iraq,Salah al-Din : Muhafazah - Province,*,6,,5,12,*,,31,*,8,,9,30,*,,52
2014,Iraq,Qadisiyyah : Muhafazah - Province,*,5,,7,7,*,,20,*,*,,*,9,*,,18
2014,Iraq,Ninewa : Muhafazah - Province,136,226,,158,754,84,,1358,126,252,,172,735,72,,1357
2014,Iraq,Najaf : Muhafazah - Province,10,12,,*,67,6,,99,12,14,,16,113,5,,160
2014,Iraq,Muthanna : Muhafazah - Province,*,*,,*,*,*,,*,*,*,,*,*,*,,*
2014,Iraq,Missan : Muhafazah - Province,*,*,,*,*,*,,*,*,*,,*,*,*,,*
2014,Iraq,Kirkuk : Muhafazah - Province,47,72,,26,140,12,,297,65,81,,45,228,14,,433
2014,Iraq,Kerbala : Muhafazah - Province,9,18,,11,89,8,,135,15,16,,6,67,11,,115
2014,Iraq,Erbil : Muhafazah - Province,8761,9457,,6608,23423,1233,,49482,8848,9841,,9403,39584,1131,,68807
2014,Iraq,Diyala : Muhafazah - Province,14,34,,36,105,*,,193,19,33,,28,97,7,,184
2014,Iraq,Dahuk : Muhafazah - Province,8616,9096,,6113,23104,1071,,48000,8849,9654,,7273,30744,904,,57424
2014,Iraq,Basrah : Muhafazah - Province,6,45,,50,150,19,,270,18,55,,56,142,10,,281
2014,Iraq,Baghdad : Muhafazah - Province,311,471,,996,2664,472,,4914,354,526,,2174,3058,566,,6678
2014,Iraq,Babylon : Muhafazah - Province,*,*,,*,6,*,,12,*,7,,*,13,*,,25
2014,Iraq,Anbar : Muhafazah - Province,364,640,,364,1111,120,,2599,355,629,,379,808,84,,2255
2014,Iraq,Iraq : Dispersed in the country / territory,*,*,,*,*,*,,*,*,*,,*,*,*,,*
2014,Mali,Tombouctou,583,1216,,566,2185,243,,4793,595,1220,,648,1965,231,,4659
2014,Mali,Sikasso : Region,45,51,,35,116,*,,250,41,54,,25,115,*,,237
2014,Mali,Segou,10,25,,16,30,8,,89,7,18,,13,37,7,,82
2014,Mali,Mopti : Region,105,218,,78,389,41,,831,111,196,,85,312,52,,756
2014,Mali,Koulikoro,*,6,,6,17,*,,31,5,*,,*,11,*,,22
2014,Mali,Kidal,*,5,,*,14,*,,24,*,8,,6,17,,,34
2014,Mali,Kayes : Region,1494,1640,,1029,1856,149,,6168,1663,1737,,1051,1995,192,,6638
2014,Mali,Gao : Region,672,1203,,598,2068,210,,4751,749,1261,,591,1569,192,,4362
2014,Mali,Faragouana : Point,*,*,,*,6,*,,13,*,*,,*,12,*,,20
2014,Mali,Bamako : District,191,272,,230,812,27,,1532,194,272,,216,797,22,,1501
2014,Russian Federation,Russian Federation : Dispersed in the country / territory,,,,,,,,*,,,,,,,,*
2014,Russian Federation,North Caucasus : Location grouping,,,,,,,,*,,,,,,,,*
2014,Somalia,Woqooyi Galbeed : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Togdheer : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,South Central,,,,,,,,*,,,,,,,,*
2014,Somalia,Sool : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Somaliland,,,,,,,,*,,,,,,,,*
2014,Somalia,Shabelle Hoose : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Shabelle Dhexe : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Sanaag : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Puntland,,,,,,,,*,,,,,,,,*
2014,Somalia,Nugaal : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Mudug : Gobolka - Region,15,33,,6,40,*,,94,30,31,,6,32,*,,102
2014,Somalia,Juba Hoose : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Juba Dhexe : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Hiraan : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Hargeisa : District,724,1044,,477,2209,27,,4481,690,1034,,482,2177,66,,4449
2014,Somalia,Gedo : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Galgaduud : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Bossaso : District,187,370,,159,636,22,,1374,189,336,,161,702,38,,1426
2014,Somalia,Bay : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Bari : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Banaadir : Gobolka - Region,8,13,,*,*,,,26,8,7,,*,26,,,42
2014,Somalia,Bakool : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Somalia,Awdal : Gobolka - Region,,,,,,,,*,,,,,,,,*
2014,Serbia and Kosovo (S/RES/1244 (1999)),Vojvodina : Autonomous province,,542,,1180,8942,5887,,16551,*,606,,1266,10038,3430,,15340
2014,Serbia and Kosovo (S/RES/1244 (1999)),Serbia : Dispersed in the country / territory,294,337,,320,798,43,,1792,294,337,,320,809,43,,1803
2014,Serbia and Kosovo (S/RES/1244 (1999)),Kosovo (S/RES/1244 (1999)) : Dispersed in the country / territor,35,43,,35,181,54,,348,40,43,,35,170,36,,324
2014,Serbia and Kosovo (S/RES/1244 (1999)),Central and Southern Serbia : Regional grouping,7,1941,,3066,17580,6907,,29501,8,2050,,3167,18524,5534,,29283
2014,Serbia and Kosovo (S/RES/1244 (1999)),Belgrade : Capital city,32,5621,,8316,48320,18970,,81259,19,6002,,8923,49193,14088,,78225
2014,Syrian Arab Rep.,Rural Damascus : Mohafazah - Governorate,,,,,,,,*,,,,,,,,*
2014,Syrian Arab Rep.,Tartous : Mohafazah - Governorate,18,59,,114,42,*,,237,16,55,,101,38,5,,215
2014,Syrian Arab Rep.,Syrian Arab Republic : Dispersed in the country / territory,38,83,,153,54,5,,333,30,112,,111,53,7,,313
2014,Syrian Arab Rep.,Raqqa : Mohafazah - Governorate,8,17,,19,13,*,,58,8,16,,15,10,*,,49
2014,Syrian Arab Rep.,Lattakia : Mohafazah - Governorate,13,45,,81,44,5,,188,20,59,,99,37,*,,217
2014,Syrian Arab Rep.,Idleb : Mohafazah - Governorate,*,10,,24,22,*,,58,8,17,,20,21,*,,67
2014,Syrian Arab Rep.,Homs : Mohafazah - Governorate,28,80,,112,138,8,,366,32,90,,105,143,22,,392
2014,Syrian Arab Rep.,Hassakeh : Mohafazah - Governorate,315,834,,1122,353,31,1576,4231,280,834,,559,227,26,1694,3620
2014,Syrian Arab Rep.,Hama : Mohafazah - Governorate,6,9,,16,29,*,,63,5,16,,20,15,*,,59
2014,Syrian Arab Rep.,Dayr Az-Zor : Mohafazah - Governorate,29,96,,117,58,*,,303,38,99,,82,48,*,,270
2014,Syrian Arab Rep.,Dara : Mohafazah - Governorate,19,59,,64,60,5,,207,17,66,,54,51,5,,193
2014,Syrian Arab Rep.,Damascus : Mohafazah - Governorate,775,2442,,4351,1966,181,,9715,750,2485,,4113,1926,236,,9510
2014,Syrian Arab Rep.,As-Suweida : Mohafazah - Governorate,*,5,,13,*,*,,21,*,7,,8,*,*,,17
2014,Syrian Arab Rep.,Aleppo : Mohafazah - Governorate,55,114,,180,234,20,,603,66,138,,181,204,33,,622
2014,Syrian Arab Rep.,Al Qunaytirah : Mohafazah - Governorate,*,*,,*,*,*,,*,*,*,,*,*,*,,5
