Year,Country / territory of asylum/residence,Origin,Refugees (incl. refugee-like situations),Asylum-seekers (pending cases),Returned refugees,Internally displaced persons (IDPs),Returned IDPs,Stateless persons,Others of concern,Total Population
2012,Spain,Iran (Islamic Rep. of),51,65,,,,,,116
2012,Spain,Iraq,248,35,,,,,,283
2012,Spain,Mali,1,95,,,,,,96
2012,Spain,Russian Federation,268,25,,,,,,293
2012,Spain,Somalia,196,75,,,,,,271
2012,Spain,Serbia and Kosovo (S/RES/1244 (1999)),16,0,,,,,,16
2012,Spain,Syrian Arab Rep.,32,320,,,,,,352
2012,Finland,Afghanistan,1137,155,,,,,,1292
2012,Finland,Eritrea,16,7,,,,,,23
2012,Finland,Gambia,16,15,,,,,,31
2012,Finland,Iran (Islamic Rep. of),431,115,,,,,,546
2012,Finland,Iraq,2797,563,85,,,,,3445
2012,Finland,Mali,,9,,,,,,9
2012,Finland,Russian Federation,598,188,,,,,,786
2012,Finland,Somalia,2571,110,,,,,,2681
2012,Finland,Serbia and Kosovo (S/RES/1244 (1999)),322,47,,,,,,369
2012,Finland,Syrian Arab Rep.,218,110,,,,,,328
2012,France,Afghanistan,2590,595,,,,,,3185
2012,France,Eritrea,1316,0,,,,,,1316
2012,France,Gambia,120,0,,,,,,120
2012,France,Iran (Islamic Rep. of),2172,0,,,,,,2172
2012,France,Iraq,2620,0,,,,,,2620
2012,France,Mali,3428,0,,,,,,3428
2012,France,Russian Federation,11767,2169,,,,,,13936
2012,France,Somalia,1489,0,,,,,,1489
2012,France,Serbia and Kosovo (S/RES/1244 (1999)),11506,1139,,,,,,12645
2012,France,Syrian Arab Rep.,640,0,,,,,,640
2012,United Kingdom,Afghanistan,9845,1262,,,,,,11107
2012,United Kingdom,Eritrea,9903,375,,,,,,10278
2012,United Kingdom,Gambia,794,286,,,,,,1080
2012,United Kingdom,Iran (Islamic Rep. of),11433,1960,,,,,,13393
2012,United Kingdom,Iraq,5755,487,840,,,,,7082
2012,United Kingdom,Mali,13,11,,,,,,24
2012,United Kingdom,Russian Federation,1106,125,,,,,,1231
2012,United Kingdom,Somalia,15134,475,,,,,,15609
2012,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),2328,35,,,,,,2363
2012,United Kingdom,Syrian Arab Rep.,1717,389,,,,,,2106
2012,Hungary,Afghanistan,1131,0,,,,,,1131
2012,Hungary,Eritrea,4,0,,,,,,4
2012,Hungary,Iran (Islamic Rep. of),145,0,,,,,,145
2012,Hungary,Iraq,563,0,,,,,,563
2012,Hungary,Russian Federation,103,0,,,,,,103
2012,Hungary,Somalia,431,0,,,,,,431
2012,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),266,0,,,,,,266
2012,Hungary,Syrian Arab Rep.,86,0,,,,,,86
2012,Ireland,Afghanistan,181,210,,,,,,391
2012,Ireland,Eritrea,119,40,,,,,,159
2012,Ireland,Gambia,5,9,,,,,,14
2012,Ireland,Iran (Islamic Rep. of),206,93,,,,,,299
2012,Ireland,Iraq,534,120,,,,,,654
2012,Ireland,Mali,,1,,,,,,1
2012,Ireland,Russian Federation,148,51,,,,,,199
2012,Ireland,Somalia,505,172,,,,,,677
2012,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),143,62,,,,,,205
2012,Ireland,Syrian Arab Rep.,38,15,,,,,,53
2012,Netherlands,Afghanistan,6126,1473,,,,,,7599
2012,Netherlands,Eritrea,2103,167,,,,,,2270
2012,Netherlands,Gambia,22,10,,,,,,32
2012,Netherlands,Iran (Islamic Rep. of),3354,786,,,,,,4140
2012,Netherlands,Iraq,18012,1384,720,,,,,20116
2012,Netherlands,Mali,10,10,,,,,,20
2012,Netherlands,Russian Federation,880,239,,,,,,1119
2012,Netherlands,Somalia,16286,1595,,,,,,17881
2012,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),565,81,,,,,,646
2012,Netherlands,Syrian Arab Rep.,1449,231,,,,,,1680
2012,Poland,Afghanistan,72,72,,,,,,144
2012,Poland,Eritrea,14,4,,,,,,18
2012,Poland,Iran (Islamic Rep. of),15,7,,,,,,22
2012,Poland,Iraq,137,24,,,,,,161
2012,Poland,Russian Federation,14938,1376,,,,,,16314
2012,Poland,Somalia,48,9,,,,,,57
2012,Poland,Serbia and Kosovo (S/RES/1244 (1999)),2,3,,,,,,5
2012,Poland,Syrian Arab Rep.,17,83,,,,,,100
2012,Portugal,Afghanistan,6,3,,,,,,9
2012,Portugal,Eritrea,22,2,,,,,,24
2012,Portugal,Gambia,2,0,,,,,,2
2012,Portugal,Iran (Islamic Rep. of),10,0,,,,,,10
2012,Portugal,Iraq,6,4,,,,,,10
2012,Portugal,Russian Federation,15,3,,,,,,18
2012,Portugal,Somalia,40,9,,,,,,49
2012,Portugal,Serbia and Kosovo (S/RES/1244 (1999)),2,,,,,,,2
2012,Portugal,Syrian Arab Rep.,,9,,,,,,9
2012,Sweden,Afghanistan,8454,2353,,,,,,10807
2012,Sweden,Eritrea,6414,986,,,,,,7400
2012,Sweden,Gambia,45,59,,,,,,104
2012,Sweden,Iran (Islamic Rep. of),2992,1134,,,,,,4126
2012,Sweden,Iraq,24741,898,2545,,,,,28184
2012,Sweden,Mali,10,32,,,,,,42
2012,Sweden,Russian Federation,1770,676,,,,,,2446
2012,Sweden,Somalia,19416,2563,,,,,,21979
2012,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),4315,1741,,,,,,6056
2012,Sweden,Syrian Arab Rep.,6051,3751,,,,,,9802
2013,Austria,Afghanistan,11906,6248,,,,,,18154
2013,Austria,Eritrea,101,54,,,,,,155
2013,Austria,Gambia,101,108,,,,,,209
2013,Austria,Iran (Islamic Rep. of),3188,687,,,,,,3875
2013,Austria,Iraq,2966,699,,,,,,3665
2013,Austria,Mali,11,35,,,,,,46
2013,Austria,Russian Federation,19577,3250,,,,,,22827
2013,Austria,Somalia,2278,812,,,,,,3090
2013,Austria,Serbia and Kosovo (S/RES/1244 (1999)),3075,952,,,,,,4027
2013,Austria,Syrian Arab Rep.,2748,1561,,,,,,4309
2013,Belgium,Afghanistan,4328,580,,,,,,4908
2013,Belgium,Eritrea,105,56,,,,,,161
2013,Belgium,Gambia,19,45,,,,,,64
2013,Belgium,Iran (Islamic Rep. of),486,426,,,,,,912
2013,Belgium,Iraq,3058,505,,,,,,3563
2013,Belgium,Mali,17,143,,,,,,160
2013,Belgium,Russian Federation,2177,446,,,,,,2623
2013,Belgium,Somalia,559,238,,,,,,797
2013,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),822,62,,,,,,884
2013,Belgium,Syrian Arab Rep.,1987,378,,,,,,2365
2013,Germany,Afghanistan,24203,16148,,,,,,40351
2013,Germany,Eritrea,3984,4101,,,,,,8085
2013,Germany,Gambia,126,869,,,,,,995
2013,Germany,Iran (Islamic Rep. of),17150,7788,,,,,,24938
2013,Germany,Iraq,40230,6093,685,,,,,47008
2013,Germany,Mali,21,695,,,,,,716
2013,Germany,Russian Federation,4358,12890,,,,,,17248
2013,Germany,Somalia,3512,4803,,,,,,8315
2013,Germany,Serbia and Kosovo (S/RES/1244 (1999)),8410,14515,,,,,,22925
2013,Germany,Syrian Arab Rep.,21253,10566,,,,,,31819
2013,Denmark,Afghanistan,2139,209,,,,,,2348
2013,Denmark,Eritrea,108,19,,,,,,127
2013,Denmark,Gambia,,8,,,,,,8
2013,Denmark,Iran (Islamic Rep. of),1842,130,,,,,,1972
2013,Denmark,Iraq,1034,35,310,,,,,1379
2013,Denmark,Mali,1,3,,,,,,4
2013,Denmark,Russian Federation,1023,205,,,,,,1228
2013,Denmark,Somalia,798,357,,,,,,1155
2013,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),765,4,,,,,,769
2013,Denmark,Syrian Arab Rep.,3271,86,,,,,,3357
2013,Spain,Afghanistan,114,78,,,,,,192
2013,Spain,Eritrea,41,5,,,,,,46
2013,Spain,Gambia,8,23,,,,,,31
2013,Spain,Iran (Islamic Rep. of),56,101,,,,,,157
2013,Spain,Iraq,245,70,,,,,,315
2013,Spain,Mali,1,1527,,,,,,1528
2013,Spain,Russian Federation,204,40,,,,,,244
2013,Spain,Somalia,284,76,,,,,,360
2013,Spain,Serbia and Kosovo (S/RES/1244 (1999)),12,0,,,,,,12
2013,Spain,Syrian Arab Rep.,180,743,,,,,,923
2013,Finland,Afghanistan,1357,90,,,,,,1447
2013,Finland,Eritrea,23,2,,,,,,25
2013,Finland,Gambia,18,31,,,,,,49
2013,Finland,Iran (Islamic Rep. of),509,85,,,,,,594
2013,Finland,Iraq,3448,364,,,,,,3812
2013,Finland,Mali,,5,,,,,,5
2013,Finland,Russian Federation,672,161,,,,,,833
2013,Finland,Somalia,2744,95,,,,,,2839
2013,Finland,Serbia and Kosovo (S/RES/1244 (1999)),276,48,,,,,,324
2013,Finland,Syrian Arab Rep.,352,77,,,,,,429
2013,France,Afghanistan,3213,601,,,,,,3814
2013,France,Eritrea,1508,281,,,,,,1789
2013,France,Gambia,140,85,,,,,,225
2013,France,Iran (Islamic Rep. of),2311,136,,,,,,2447
2013,France,Iraq,2677,57,,,,,,2734
2013,France,Mali,3719,966,,,,,,4685
2013,France,Russian Federation,12795,4240,,,,,,17035
2013,France,Somalia,1674,408,,,,,,2082
2013,France,Serbia and Kosovo (S/RES/1244 (1999)),11738,3777,,,,,,15515
2013,France,Syrian Arab Rep.,1474,343,,,,,,1817
2013,United Kingdom,Afghanistan,9166,1430,,,,,,10596
2013,United Kingdom,Eritrea,10010,800,,,,,,10810
2013,United Kingdom,Gambia,937,294,,,,,,1231
2013,United Kingdom,Iran (Islamic Rep. of),11368,2270,,,,,,13638
2013,United Kingdom,Iraq,3193,541,465,,,,,4199
2013,United Kingdom,Mali,15,14,,,,,,29
2013,United Kingdom,Russian Federation,817,117,,,,,,934
2013,United Kingdom,Somalia,11249,503,,,,,,11752
2013,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),963,51,,,,,,1014
2013,United Kingdom,Syrian Arab Rep.,3169,641,,,,,,3810
2013,Hungary,Afghanistan,749,697,,,,,,1446
2013,Hungary,Eritrea,6,18,,,,,,24
2013,Hungary,Gambia,,4,,,,,,4
2013,Hungary,Iran (Islamic Rep. of),69,10,,,,,,79
2013,Hungary,Iraq,223,12,,,,,,235
2013,Hungary,Mali,1,19,,,,,,20
2013,Hungary,Russian Federation,24,2,,,,,,26
2013,Hungary,Somalia,446,42,,,,,,488
2013,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),76,125,,,,,,201
2013,Hungary,Syrian Arab Rep.,141,184,,,,,,325
2013,Ireland,Afghanistan,129,173,,,,,,302
2013,Ireland,Eritrea,39,47,,,,,,86
2013,Ireland,Gambia,2,5,,,,,,7
2013,Ireland,Iran (Islamic Rep. of),118,78,,,,,,196
2013,Ireland,Iraq,380,102,,,,,,482
2013,Ireland,Mali,7,1,,,,,,8
2013,Ireland,Russian Federation,188,54,,,,,,242
2013,Ireland,Somalia,559,97,,,,,,656
2013,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),214,51,,,,,,265
2013,Ireland,Syrian Arab Rep.,71,15,,,,,,86
2013,Netherlands,Afghanistan,6269,0,,,,,,6269
2013,Netherlands,Eritrea,2807,0,,,,,,2807
2013,Netherlands,Gambia,27,0,,,,,,27
2013,Netherlands,Iran (Islamic Rep. of),4148,0,,,,,,4148
2013,Netherlands,Iraq,15533,0,475,,,,,16008
2013,Netherlands,Mali,10,0,,,,,,10
2013,Netherlands,Russian Federation,765,0,,,,,,765
2013,Netherlands,Somalia,18799,0,,,,,,18799
2013,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),405,0,,,,,,405
2013,Netherlands,Syrian Arab Rep.,3404,0,,,,,,3404
2013,Poland,Afghanistan,88,49,,,,,,137
2013,Poland,Eritrea,15,4,,,,,,19
2013,Poland,Gambia,,1,,,,,,1
2013,Poland,Iran (Islamic Rep. of),17,13,,,,,,30
2013,Poland,Iraq,141,36,,,,,,177
2013,Poland,Mali,,2,,,,,,2
2013,Poland,Russian Federation,15149,1330,,,,,,16479
2013,Poland,Somalia,54,26,,,,,,80
2013,Poland,Serbia and Kosovo (S/RES/1244 (1999)),3,0,,,,,,3
2013,Poland,Syrian Arab Rep.,108,100,,,,,,208
2013,Portugal,Afghanistan,9,2,,,,,,11
2013,Portugal,Eritrea,22,7,,,,,,29
2013,Portugal,Gambia,4,0,,,,,,4
2013,Portugal,Iran (Islamic Rep. of),13,0,,,,,,13
2013,Portugal,Iraq,6,0,,,,,,6
2013,Portugal,Mali,1,6,,,,,,7
2013,Portugal,Russian Federation,18,10,,,,,,28
2013,Portugal,Somalia,44,6,,,,,,50
2013,Portugal,Serbia and Kosovo (S/RES/1244 (1999)),2,1,,,,,,3
2013,Portugal,Syrian Arab Rep.,14,8,,,,,,22
2013,Sweden,Afghanistan,10499,1698,,,,,,12197
2013,Sweden,Eritrea,8954,2027,,,,,,10981
2013,Sweden,Gambia,78,107,,,,,,185
2013,Sweden,Iran (Islamic Rep. of),3763,772,,,,,,4535
2013,Sweden,Iraq,24006,1082,1640,,,,,26728
2013,Sweden,Mali,17,43,,,,,,60
2013,Sweden,Russian Federation,1941,723,,,,,,2664
2013,Sweden,Somalia,20613,1911,,,,,,22524
2013,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),3608,1471,,,,,,5079
2013,Sweden,Syrian Arab Rep.,17984,6808,,,,,,24792
2014,Austria,Afghanistan,11906,*,,,,,,11906
2014,Austria,Eritrea,101,*,,,,,,101
2014,Austria,Gambia,101,*,,,,,,101
2014,Austria,Iran (Islamic Rep. of),3188,*,,,,,,3188
2014,Austria,Iraq,2966,*,356,,,,,3322
2014,Austria,Mali,11,*,,,,,,11
2014,Austria,Russian Federation,19577,*,,,,,,19577
2014,Austria,Somalia,2278,*,,,,,,2278
2014,Austria,Serbia and Kosovo (S/RES/1244 (1999)),3075,*,,,,,,3075
2014,Austria,Syrian Arab Rep.,2748,*,,,,,,2748
2014,Belgium,Afghanistan,5038,765,,,,,,5803
2014,Belgium,Eritrea,130,273,,,,,,403
2014,Belgium,Gambia,19,23,,,,,,42
2014,Belgium,Iran (Islamic Rep. of),639,266,,,,,,905
2014,Belgium,Iraq,3357,490,34,,,,,3881
2014,Belgium,Mali,44,64,,,,,,108
2014,Belgium,Russian Federation,2193,649,,,,,,2842
2014,Belgium,Somalia,625,282,,,,,,907
2014,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),686,258,,,,,,944
2014,Belgium,Syrian Arab Rep.,2620,733,,,,,,3353
2014,Germany,Afghanistan,27814,19023,,,,,,46837
2014,Germany,Eritrea,4716,15819,,,,,,20535
2014,Germany,Gambia,144,2416,,,,,,2560
2014,Germany,Iran (Islamic Rep. of),18814,7632,,,,,,26446
2014,Germany,Iraq,41167,10360,324,,,,,51851
2014,Germany,Mali,34,802,,,,,,836
2014,Germany,Russian Federation,4608,12677,,,,,,17285
2014,Germany,Somalia,4205,8386,,,,,,12591
2014,Germany,Serbia and Kosovo (S/RES/1244 (1999)),9294,27788,,,,,,37082
2014,Germany,Syrian Arab Rep.,40994,29591,,,,,,70585
2014,Denmark,Afghanistan,2130,144,,,,,,2274
2014,Denmark,Eritrea,319,1268,,,,,,1587
2014,Denmark,Gambia,*,*,,,,,,*
2014,Denmark,Iran (Islamic Rep. of),1912,117,,,,,,2029
2014,Denmark,Iraq,967,75,31,,,,,1073
2014,Denmark,Mali,*,*,,,,,,*
2014,Denmark,Russian Federation,1051,198,,,,,,1249
2014,Denmark,Somalia,1134,229,,,,,,1363
2014,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),468,15,,,,,,483
2014,Denmark,Syrian Arab Rep.,7253,1468,,,,,,8721
2014,Spain,Afghanistan,144,131,,,,,,275
2014,Spain,Eritrea,48,*,,,,,,52
2014,Spain,Gambia,8,18,,,,,,26
2014,Spain,Iran (Islamic Rep. of),70,104,,,,,,174
2014,Spain,Iraq,190,150,,,,,,340
2014,Spain,Mali,*,1854,,,,,,1855
2014,Spain,Russian Federation,177,57,,,,,,234
2014,Spain,Somalia,374,84,,,,,,458
2014,Spain,Serbia and Kosovo (S/RES/1244 (1999)),12,*,,,,,,12
2014,Spain,Syrian Arab Rep.,1336,781,,,,,,2117
2014,Finland,Afghanistan,1443,133,,,,,,1576
2014,Finland,Eritrea,25,7,,,,,,32
2014,Finland,Gambia,33,24,,,,,,57
2014,Finland,Iran (Islamic Rep. of),581,44,,,,,,625
2014,Finland,Iraq,3607,450,37,,,,,4094
2014,Finland,Mali,*,7,,,,,,9
2014,Finland,Russian Federation,729,114,,,,,,843
2014,Finland,Somalia,2817,271,,,,,,3088
2014,Finland,Serbia and Kosovo (S/RES/1244 (1999)),215,29,,,,,,244
2014,Finland,Syrian Arab Rep.,438,55,,,,,,493
2014,France,Afghanistan,3838,424,,,,,,4262
2014,France,Eritrea,1671,490,,,,,,2161
2014,France,Gambia,164,114,,,,,,278
2014,France,Iran (Islamic Rep. of),2359,118,,,,,,2477
2014,France,Iraq,2991,307,103,,,,,3401
2014,France,Mali,3934,931,,,,,,4865
2014,France,Russian Federation,13644,4942,,,,,,18586
2014,France,Somalia,1896,515,,,,,,2411
2014,France,Serbia and Kosovo (S/RES/1244 (1999)),12119,2780,,,,,,14899
2014,France,Syrian Arab Rep.,2882,1239,,,,,,4121
2014,United Kingdom,Afghanistan,9039,1894,,,,,,10933
2014,United Kingdom,Eritrea,11583,1660,,,,,,13243
2014,United Kingdom,Gambia,1102,312,,,,,,1414
2014,United Kingdom,Iran (Islamic Rep. of),11510,2714,,,,,,14224
2014,United Kingdom,Iraq,2951,986,738,,,,,4675
2014,United Kingdom,Mali,18,18,,,,,,36
2014,United Kingdom,Russian Federation,575,170,,,,,,745
2014,United Kingdom,Somalia,8509,568,,,,,,9077
2014,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),408,41,,,,,,449
2014,United Kingdom,Syrian Arab Rep.,4572,1329,,,,,,5901
2014,Hungary,Afghanistan,819,2623,,,,,,3442
2014,Hungary,Eritrea,40,11,,,,,,51
2014,Hungary,Gambia,,14,,,,,,14
2014,Hungary,Iran (Islamic Rep. of),68,83,,,,,,151
2014,Hungary,Iraq,220,172,,,,,,392
2014,Hungary,Mali,*,17,,,,,,19
2014,Hungary,Russian Federation,25,*,,,,,,27
2014,Hungary,Somalia,496,33,,,,,,529
2014,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),65,10928,,,,,,10993
2014,Hungary,Syrian Arab Rep.,334,823,,,,,,1157
2014,Ireland,Afghanistan,158,129,,,,,,287
2014,Ireland,Eritrea,42,23,,,,,,65
2014,Ireland,Gambia,*,7,,,,,,9
2014,Ireland,Iran (Islamic Rep. of),118,53,,,,,,171
2014,Ireland,Iraq,379,52,,,,,,431
2014,Ireland,Mali,7,*,,,,,,9
2014,Ireland,Russian Federation,167,16,,,,,,183
2014,Ireland,Somalia,503,58,,,,,,561
2014,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),191,22,,,,,,213
2014,Ireland,Syrian Arab Rep.,176,11,,,,,,187
2014,Netherlands,Afghanistan,6244,299,,,,,,6543
2014,Netherlands,Eritrea,6294,191,,,,,,6485
2014,Netherlands,Gambia,34,11,,,,,,45
2014,Netherlands,Iran (Islamic Rep. of),4207,246,,,,,,4453
2014,Netherlands,Iraq,14396,705,,,,,,15101
2014,Netherlands,Mali,19,10,,,,,,29
2014,Netherlands,Russian Federation,698,65,,,,,,763
2014,Netherlands,Somalia,18687,152,,,,,,18839
2014,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),277,121,,,,,,398
2014,Netherlands,Syrian Arab Rep.,8692,2323,,,,,,11015
2014,Poland,Afghanistan,93,*,,,,,,97
2014,Poland,Eritrea,19,*,,,,,,23
2014,Poland,Gambia,,*,,,,,,*
2014,Poland,Iran (Islamic Rep. of),18,8,,,,,,26
2014,Poland,Iraq,154,15,,,,,,169
2014,Poland,Russian Federation,14277,1011,,,,,,15288
2014,Poland,Somalia,59,*,,,,,,59
2014,Poland,Serbia and Kosovo (S/RES/1244 (1999)),*,*,,,,,,*
2014,Poland,Syrian Arab Rep.,240,34,,,,,,274
2014,Portugal,Afghanistan,10,*,,,,,,12
2014,Portugal,Eritrea,29,*,,,,,,33
2014,Portugal,Gambia,*,*,,,,,,*
2014,Portugal,Iran (Islamic Rep. of),19,5,,,,,,24
2014,Portugal,Iraq,7,*,,,,,,7
2014,Portugal,Mali,6,*,,,,,,10
2014,Portugal,Russian Federation,22,9,,,,,,31
2014,Portugal,Somalia,46,*,,,,,,49
2014,Portugal,Serbia and Kosovo (S/RES/1244 (1999)),*,*,,,,,,*
2014,Portugal,Syrian Arab Rep.,15,15,,,,,,30
2014,Sweden,Afghanistan,12090,2263,,,,,,14353
2014,Sweden,Eritrea,14107,7091,,,,,,21198
2014,Sweden,Gambia,99,113,,,,,,212
2014,Sweden,Iran (Islamic Rep. of),4152,919,,,,,,5071
2014,Sweden,Iraq,24184,2665,,,,,,26849
2014,Sweden,Mali,23,23,,,,,,46
2014,Sweden,Russian Federation,2014,818,,,,,,2832
2014,Sweden,Somalia,21189,3907,,,,,,25096
2014,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),3082,2008,,,,,,5090
2014,Sweden,Syrian Arab Rep.,34285,19011,,,,,,53296
